"Name";"ReleaseDate";"Action";"Adventure";"Children";"Comedy";"Crime";"Documentary";"Drama";"Fantasy";"Noir";"Horror";"Musical";"Mystery";"Romance";"SciFi";"Thriller";"War";"Western";"AvgRating";"Watches"
"1741";"Man in the Iron Mask, The (1998)";1998;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.04;391
"1742";"Newton Boys, The (1998)";1998;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.03;119
"1743";"Wild Things (1998)";1998;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;3.45;626
"1744";"Paulie (1998)";1998;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.89;168
"1745";"Cool Dry Place, A (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.41;17
"1746";"Hana-bi (1997)";1997;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;3.81;36
"1747";"Primary Colors (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.56;353
"1748";"Niagara, Niagara (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.69;13
"1749";"Wide Awake (1998)";1998;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.48;44
"1750";"Price Above Rubies, A (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.36;25
"1751";"Eden (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1
"1752";"Two Girls and a Guy (1997)";1997;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2.96;101
"1753";"No Looking Back (1998)";1998;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3;12
"1754";"Storefront Hitchcock (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
"1755";"Proposition, The (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1
"1756";"Object of My Affection, The (1998)";1998;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.19;211
"1757";"Meet the Deedles (1998)";1998;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.05;21
"1758";"Homegrown (1998)";1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;3.37;104
"1759";"Player's Club, The (1998)";1998;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.67;33
"1760";"Barney's Great Adventure (1998)";1998;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.55;40
"1761";"Big One, The (1997)";1997;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;4;102
"1762";"Chinese Box (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3;37
"1763";"Follow the Bitch (1998)";1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1
"1764";"Lost in Space (1998)";1998;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2.58;667
"1765";"Heaven's Burning (1997)";1997;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;1
"1766";"Mercury Rising (1998)";1998;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3;264
"1767";"Spanish Prisoner, The (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3.94;493
"1768";"City of Angels (1998)";1998;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.29;366
"1769";"Last Days of Disco, The (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.31;135
"1770";"Odd Couple II, The (1998)";1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.69;64
"1771";"My Giant (1998)";1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.26;69
"1772";"He Got Game (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.38;160
"1773";"Gingerbread Man, The (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2.95;95
"1774";"Illtown (1996)";1996;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;4;2
"1775";"Slappy and the Stinkers (1998)";1998;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1
"1776";"Live Flesh (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.86;29
"1777";"Zero Effect (1998)";1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;3.75;301
"1778";"Nil By Mouth (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.25;20
"1779";"Ratchet (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3.5801;0
"1780";"Borrowers, The (1997)";1997;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3.05;177
"1781";"Prince Valiant (1997)";1997;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.57;7
"1782";"I Love You, Don't Touch Me! (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2.85;13
"1783";"Leather Jacket Love Story (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;4;2
"1784";"Love Walked In (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;1
"1785";"Alan Smithee Film: Burn Hollywood Burn, An (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;17
"1786";"Kissing a Fool (1998)";1998;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.02;48
"1787";"Krippendorf's Tribe (1998)";1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.4;108
"1788";"Kurt & Courtney (1998)";1998;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;3.06;72
"1789";"Real Blonde, The (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.08;24
"1790";"Mr. Nice Guy (1997)";1997;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.27;172
"1791";"Taste of Cherry (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.53;32
"1792";"Character (Karakter) (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.77;44
"1793";"Junk Mail (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;3.33;3
"1794";"Species II (1998)";1998;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.05;198
"1795";"Major League: Back to the Minors (1998)";1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.22;142
"1796";"Sour Grapes (1998)";1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.73;11
"1797";"Wild Man Blues (1998)";1998;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.56;54
"1798";"Big Hit, The (1998)";1998;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.09;189
"1799";"Tarzan and the Lost City (1998)";1998;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.42;38
"1800";"Truce, The (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;2
"1801";"Black Dog (1998)";1998;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.31;51
"1802";"Dancer, Texas Pop. 81 (1998)";1998;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.51;72
"1803";"Friend of the Deceased, A (1997)";1997;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;4;4
"1804";"Go Now (1995)";1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.2;10
"1805";"Mis?ables, Les (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.76;259
"1806";"Still Breathing (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.37;27
"1807";"Clockwatchers (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.4;164
"1808";"Deep Impact (1998)";1998;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;3.17;895
"1809";"Little Men (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.5;4
"1810";"Woo (1998)";1998;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;11
"1811";"Hanging Garden, The (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.91;22
"1812";"Lawn Dogs (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.42;26
"1813";"Quest for Camelot (1998)";1998;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2.78;68
"1814";"Godzilla (1998)";1998;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.32;499
"1815";"Bulworth (1998)";1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.44;664
"1816";"Fear and Loathing in Las Vegas (1998)";1998;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.35;298
"1817";"Opposite of Sex, The (1998)";1998;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.69;608
"1818";"I Got the Hook Up (1998)";1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.75;4
"1819";"Almost Heroes (1998)";1998;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.48;60
"1820";"Hope Floats (1998)";1998;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;2.99;387
"1821";"Insomnia (1997)";1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.88;49
"1822";"Little Boy Blue (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.43;7
"1823";"Ugly, The (1997)";1997;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1.89;9
"1824";"Perfect Murder, A (1998)";1998;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3.37;401
"1825";"Beyond Silence (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.76;21
"1826";"Six Days Seven Nights (1998)";1998;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.91;471
"1827";"Can't Hardly Wait (1998)";1998;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;3.24;306
"1828";"Cousin Bette (1998)";1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.11;47
"1829";"High Art (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.5;133
"1830";"Land Girls, The (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3.64;14
"1831";"Passion in the Desert (1998)";1998;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.2;10
"1832";"Children of Heaven, The (Bacheha-Ye Aseman) (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.16;61
"1833";"Dear Jesse (1997)";1997;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;5
"1834";"Dream for an Insomniac (1996)";1996;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.1;30
"1835";"Hav Plenty (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.33;6
"1836";"Henry Fool (1997)";1997;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.49;113
"1837";"Marie Baie Des Anges (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1.5;2
"1838";"Mr. Jealousy (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.22;32
"1839";"Mulan (1998)";1998;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.74;490
"1840";"Resurrection Man (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3;1
"1841";"X-Files: Fight the Future, The (1998)";1998;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3.49;996
"1842";"I Went Down (1997)";1997;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3.76;41
"1843";"Doctor Dolittle (1998)";1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.93;527
"1844";"Out of Sight (1998)";1998;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;3.8;908
"1845";"Picnic at Hanging Rock (1975)";1975;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3.83;167
"1846";"Smoke Signals (1998)";1998;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.81;372
"1847";"Voyage to the Beginning of the World (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;1
"1848";"Buffalo 66 (1998)";1998;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.51;354
"1849";"Armageddon (1998)";1998;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3.19;1110
"1850";"Lethal Weapon 4 (1998)";1998;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;3.14;669
"1851";"Madeline (1998)";1998;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.17;116
"1852";"Small Soldiers (1998)";1998;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;2.81;364
"1853";"Pi (1998)";1998;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3.79;613
"1854";"Whatever (1998)";1998;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.42;52
"1855";"There's Something About Mary (1998)";1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.9;1371
"1856";"Plan 9 from Outer Space (1958)";1958;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.63;249
"1857";"Wings (1927)";1927;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;3.89;45
"1858";"Broadway Melody, The (1929)";1929;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.19;32
"1859";"All Quiet on the Western Front (1930)";1930;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4.19;268
"1860";"Cimarron (1931)";1931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3.38;29
"1861";"Grand Hotel (1932)";1932;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.79;84
"1862";"Cavalcade (1933)";1933;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;5
"1863";"Mutiny on the Bounty (1935)";1935;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.03;225
"1864";"Great Ziegfeld, The (1936)";1936;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.28;36
"1865";"Life of ?mile Zola, The (1937)";1937;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.38;21
"1866";"You Can't Take It With You (1938)";1938;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.01;77
"1867";"How Green Was My Valley (1941)";1941;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.03;107
"1868";"Mrs. Miniver (1942)";1942;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3.88;82
"1869";"Going My Way (1944)";1944;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.73;63
"1870";"Lost Weekend, The (1945)";1945;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.91;122
"1871";"Best Years of Our Lives, The (1946)";1946;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.12;236
"1872";"Gentleman's Agreement (1947)";1947;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.89;91
"1873";"Hamlet (1948)";1948;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.81;113
"1874";"All the King's Men (1949)";1949;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.03;119
"1875";"Greatest Show on Earth, The (1952)";1952;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.28;61
"1876";"From Here to Eternity (1953)";1953;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;4.1;364
"1877";"On the Waterfront (1954)";1954;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;4.27;519
"1878";"Marty (1955)";1955;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.98;205
"1879";"West Side Story (1961)";1961;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;4.06;761
"1880";"Tom Jones (1963)";1963;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.86;198
"1881";"Man for All Seasons, A (1966)";1966;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.23;219
"1882";"In the Heat of the Night (1967)";1967;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;4.13;348
"1883";"Oliver! (1968)";1968;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.69;213
"1884";"Midnight Cowboy (1969)";1969;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.11;663
"1885";"French Connection, The (1971)";1971;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;4.1;861
"1886";"Rocky (1976)";1976;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.94;1129
"1887";"Kramer Vs. Kramer (1979)";1979;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.8;452
"1888";"Ordinary People (1980)";1980;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.99;507
"1889";"Chariots of Fire (1981)";1981;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.8;634
"1890";"Terms of Endearment (1983)";1983;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.61;530
"1891";"Out of Africa (1985)";1985;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.65;626
"1892";"Last Emperor, The (1987)";1987;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;3.98;636
"1893";"Rain Man (1988)";1988;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.05;1330
"1894";"Driving Miss Daisy (1989)";1989;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.88;652
"1895";"Take the Money and Run (1969)";1969;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.05;252
"1896";"Klute (1971)";1971;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3.81;302
"1897";"Repo Man (1984)";1984;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;3.68;751
"1898";"Metropolitan (1990)";1990;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.65;198
"1899";"Labyrinth (1986)";1986;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3.64;554
"1900";"Breakfast Club, The (1985)";1985;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.88;1539
"1901";"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)";1985;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.32;274
"1902";"Nightmare on Elm Street 3: Dream Warriors, A (1987)";1987;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.64;268
"1903";"Nightmare on Elm Street 4: The Dream Master, A (1988)";1988;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.24;242
"1904";"Nightmare on Elm Street 5: The Dream Child, A (1989)";1989;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;200
"1905";"Freddy's Dead: The Final Nightmare (1991)";1991;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.18;215
"1906";"Friday the 13th (1980)";1980;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.04;317
"1907";"Friday the 13th Part 2 (1981)";1981;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.43;171
"1908";"Friday the 13th Part 3: 3D (1982)";1982;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.98;199
"1909";"Friday the 13th: The Final Chapter (1984)";1984;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.18;169
"1910";"Friday the 13th Part V: A New Beginning (1985)";1985;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.08;114
"1911";"Friday the 13th Part VI: Jason Lives (1986)";1986;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.18;112
"1912";"Friday the 13th Part VII: The New Blood (1988)";1988;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.15;91
"1913";"Friday the 13th Part VIII: Jason Takes Manhattan (1989)";1989;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.84;99
"1914";"Halloween (1978)";1978;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.71;506
"1915";"Halloween II (1981)";1981;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.75;195
"1916";"Halloween III: Season of the Witch (1983)";1983;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.1;105
"1917";"Halloween 4: The Return of Michael Myers (1988)";1988;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.41;129
"1918";"Halloween 5: The Revenge of Michael Myers (1989)";1989;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.13;127
"1919";"Prom Night (1980)";1980;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.33;91
"1920";"Hello Mary Lou: Prom Night II (1987)";1987;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.1;51
"1921";"Prom Night III: The Last Kiss (1989)";1989;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.47;15
"1922";"Prom Night IV: Deliver Us From Evil (1992)";1992;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.69;16
"1923";"Child's Play (1988)";1988;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.7;239
"1924";"Child's Play 2 (1990)";1990;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.11;133
"1925";"Child's Play 3 (1992)";1992;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.9;97
"1926";"Poltergeist (1982)";1982;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;3.68;795
"1927";"Poltergeist II: The Other Side (1986)";1986;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2.42;182
"1928";"Poltergeist III (1988)";1988;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1.83;112
"1929";"Exorcist, The (1973)";1973;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.96;885
"1930";"Exorcist II: The Heretic (1977)";1977;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.77;113
"1931";"Exorcist III, The (1990)";1990;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.75;127
"1932";"Lethal Weapon (1987)";1987;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;3.89;1627
"1933";"Lethal Weapon 2 (1989)";1989;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;3.55;1011
"1934";"Lethal Weapon 3 (1992)";1992;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;3.25;802
"1935";"Gremlins (1984)";1984;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3.27;776
"1936";"Gremlins 2: The New Batch (1990)";1990;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2.51;372
"1937";"Goonies, The (1985)";1985;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3.5;716
"1938";"Mask of Zorro, The (1998)";1998;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.56;983
"1939";"Polish Wedding (1998)";1998;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.68;65
"1940";"This World, Then the Fireworks (1996)";1996;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;2.53;15
"1941";"Soylent Green (1973)";1973;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3.52;422
"1942";"Metropolis (1926)";1926;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4.08;388
"1943";"Back to the Future Part II (1989)";1989;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;3.34;1158
"1944";"Back to the Future Part III (1990)";1990;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;3.24;1148
"1945";"Poseidon Adventure, The (1972)";1972;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.45;622
"1946";"Freaky Friday (1977)";1977;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.18;180
"1947";"Absent Minded Professor, The (1961)";1961;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3.45;380
"1948";"Apple Dumpling Gang Rides Again, The (1979)";1979;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2.66;109
"1949";"Babes in Toyland (1961)";1961;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2.99;162
"1950";"Bambi (1942)";1942;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.74;589
"1951";"Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954)";1954;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.56;628
"1952";"Dangerous Liaisons (1988)";1988;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.97;773
"1953";"Dune (1984)";1984;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;3.36;789
"1954";"Last Temptation of Christ, The (1988)";1988;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.53;254
"1955";"Godfather: Part III, The (1990)";1990;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.34;774
"1956";"Rapture, The (1991)";1991;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3.32;148
"1957";"Lolita (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.34;221
"1958";"Disturbing Behavior (1998)";1998;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2.69;161
"1959";"Mafia! (1998)";1998;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2.45;129
"1960";"Saving Private Ryan (1998)";1998;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.34;2653
"1961";"Billy's Hollywood Screen Kiss (1997)";1997;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.67;76
"1962";"East Palace West Palace (Dong gong xi gong) (1997)";1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
"1963";"$1,000,000 Duck (1971)";1971;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.03;37
"1964";"Barefoot Executive, The (1971)";1971;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.93;40
